post_id,text,topic
317,"Borussia Dortmund near bust

German football club and former European champion Borussia Dortmund has warned it will go bankrupt if rescue talks with creditors fail.

The companys shares tumbled after it said it has entered a life-threatening profitability and financial situation. Borussia Dortmund has posted record losses and missed rent payments on its Westfallen stadium. Chief executive Gerd Niebaum stepped down last week and creditors are now pushing for greater control. Shares in Borussia Dortmund, Germanys only stock-market listed football club, dropped by almost 23% to 2.05 euros during early afternoon trading.

Fund manager Florian Hamm - Borussia Dortmunds largest investor - said he would only invest more money in the company if he got a greater say in how it is run. I demand better transparency, he is quoted as saying by Germanys Manger Magazin. The club has also faced calls to appoint executives from outside the club.

Borussia Dortmund posted a record loss of 68m euros ($89m; £47m) in the 12 months through June. It made a loss of 27.2m euros in the first half of the current fiscal year and said that total debts will increase to 134.7m euros by the middle of 2006 unless a restructuring plan is pushed through. This is the bill for their mismanagement over the past years, said HVB analyst Peter-Thilo Halser. The club appointed an auditor, who has recommended a number of steps, including deferring the rent due on the stadium and suspending debt repayments until at least the 2006-2007 fiscal year. Stephen Schechter, a UK investment banker who has held talks with Borussia Dortmund over a possible bond sale, said the club needs a capital injection of 35m euros. They need strong people on the board who do not have a history with the club, he said.
",business
318,"Russia WTO talks make progress

Talks on Russias proposed membership of the World Trade Organisation (WTO) have been making good progress say those behind the negotiations.

But the chairman of the working party, Ambassador Stefan Johannesson of Iceland, warned that there was still a lot of work has to be done. His comments came as President George W Bush said the US backed Russian entry. But he said for Russia to make progress the government must renew a commitment to democracy and the rule of law. His comments come three days before he is due to meet President Vladimir Putin.

Russia has been waiting for a decade to join the WTO and hopes to finally become a member by early 2006. A decision could be reached in December, when the WTOs 148 current members gather for a summit in Hong Kong. That would allow an earliest date for membership of January 2006, if the Hong Kong summit gave its approval. While pinpointing several areas in which there are difficulties in the bilateral and multilateral work with Russia, the US said the meeting was much more efficient than weve seen for some time. And Australia said it was one of the best (meetings) we can recall in terms of substance. Mr Johannesson also said progress on the bilateral market access side is accelerating. Sticking points to membership have included limits on foreign ownership in the telecommunications and life insurance businesses, as well as issues surrounding counterfeiting, piracy, and data protection. Some WTO members also dislike Russias energy price subsidies, which competitors say give Russian businesses an unfair advantage.
",business
320,"Oil prices fall back from highs

Oil prices retreated from four-month highs in early trading on Tuesday after producers cartel Opec said it was now unlikely to cut production.

Following the comments by acting Opec secretary general Adnan Shihab-Eldin, US light crude fell 32 cents to $51.43 a barrel. He said that high oil prices meant Opec was unlikely to stick to its plan to cut output in the second quarter. In London, Brent crude fell 32 cents to $49.74 a barrel.

Opec members are next meeting to discuss production levels on 16 March. On Monday, oil prices rose for a sixth straight session, reaching a four-month high as cold weather in the US threatened stocks of heating oil. US demand for heating oil was predicted to be about 14% above normal this week, while stocks were currently about 7.5% below the levels of a year ago. Cold weather across Europe has also put upward pressure on crude prices.
",business
321,"Shares hit by MS drug suspension

Shares in Elan and Biogen Idec plunged on Monday as the firms suspended sales of new multiple sclerosis drug Tysabri after a patients death in the US.

On the New York Stock Exchange, shares in Ireland-based Elan lost 70% while US partner Biogen Idec shed 43%. The firms took action after the death from a central nervous system disease and a suspected case of the condition. The cases cited involved the use of both Tysabri and Avonex, Biogen Idecs existing multiple sclerosis drug. The companies said they have no reports of the rare condition - progressive multifocal leukoencephalopathy (PML) - in patients taking either Tysabri or Avonex alone. Tysabri was approved for use in the US last November and was widely tipped to become the worlds leading multiple sclerosis treatment.

The companies will work with clinical investigators to evaluate Tysabri-treated patients and will consult with leading experts to better understand the possible risk of PML, the two firms said in a statement. The outcome of these evaluations will be used to determine possible re-initiation of dosing in clinical trials and future commercial availability.

Analysts had believed the product would provide a new growth opportunity for Biogen Idec, which had faced increased competition from rivals to Avonex. Elan, once the biggest firm on the Irish stock exchange, was also expected to receive a boost, from the new product. An inquiry into Elans accounts in 2002 brought the group close to bankruptcy but the firm has been rebuilding itself since, with its share price increasing by almost four-fold last year. Most of the value in the company was in Tysabri, said Ian Hunter at Goodbody Stockbrokers in Dublin. Now theres a question mark over it. Elan finished down $18.90 at $8, while Biogen fell $28.63 to $38.65.

- Shares in UK pharmaceutical firm Phytopharm closed down 19.84% at 151.5 pence on the London Stock Exchange on Monday, after it said a partner was set to pull out of a deal on an experimental Alzheimers disease treatment. Phytopharm said Japans Yamanouchi Pharmaceutical was likely to end a licensing agreement, prompting analysts to raise questions over the level of its future cash reserves.
",business
324,"Yukos heading back to US courts

Russian oil and gas company Yukos is due in a US court on Thursday as it continues to fight for its survival.

The firm is in the process of being broken up by Russian authorities in order to pay a $27bn (£14bn) tax bill. Yukos filed for bankruptcy in the US, hoping to use international business law to halt the forced sale of its key oil production unit, Yuganskneftegas. The unit was however sold for $9.4bn to state oil firm Rosneft but only after the state auction had been disrupted.

Yukos lawyers now say the auction violated US bankruptcy law. The company and its main shareholders have vowed to go after any company that buys its assets, using all and every legal means. The company wants damages of $20bn, claiming Yuganskneftegas was sold at less than market value. Judge Letitia Clark will hear different motions, including one from Deutsche Bank to throw out the Chapter 11 bankruptcy filing. The German lender is one of six banks that were barred from providing financing to Gazprom, the Russian state-owned company that was expected to win the auction for Yuganskneftegas. Deutsche Bank, which is also an advisor to Gazprom, has called on the US court to overturn its decision to provide Yukos with bankruptcy protection.

Lifting the injunction would remove the uncertainty that surrounds the court case and clarify Deutsche Banks business position, analysts said.

Analysts are not optimistic about Yukos chances in court. Russian President Vladimir Putin and the countrys legal authorities have repeatedly said that the US has no jurisdiction over Yukos and its legal wranglings. On top of that, the firm only has limited assets in the US. Yukos has won small victories, however, and is bullish about its chances in court. Do we have an ability to influence what happens? We think we do, said Mike Lake, a Yukos spokesman. The litigation risks are real, said Credit Suisse First Boston analyst Vadim Mitroshin The dispute with the Russian authorities is partly driven by President Putins clampdown on the political ambitions of ex-Yukos boss Mikhail Khodorkovsky. Mr Khodorkovsky is in jail on charges of fraud and tax evasion.
",business
325,"South African car demand surges

Car manufacturers with plants in South Africa, including BMW, General Motors, Toyota and Volkswagen, have seen a surge in demand during 2004.

New vehicle sales jumped 22% to 449,603 from a year earlier, the National Association of Automobile Manufacturers of South Africa (NAAMSA) said. Strong economic growth and low interest rates have driven demand, and analysts expect the trend to continue. NAAMSA said it expects sales to top 500,000 in 2005. During 2004 South Africa was one of the best performing markets internationally for car sales, NAAMSA said. While domestic demand is set to continue to enjoy rapid growth, foreign sales could come under pressure, analysts said. The vehicle industry accounts for about 13% of South Africas total exports. However, the world auto market has its problems and analysts warn that overcapacity and the strength of the rand could hit exports.
",business
326,"India and Iran in gas export deal

India has signed a $40bn (£21bn) deal to import millions of tonnes of liquefied natural gas from Iran.

Firms led by the Oil & Natural Gas Corporation (ONGC) will also assist in the development of Iranian oil fields. Ministers, eager to gain access to energy supplies to meet the demands of a booming economy, secured a similar deal to one between Iran and China. The announcement comes as ONGC said it was in talks to buy former assets of troubled Russian oil firm Yukos. The agreements with Iran were sealed after talks in New Delhi between Middle East producers and Asias biggest energy consumers - China, India, Japan and South Korea.

Iran - Opecs second-biggest oil producer and one of the worlds top gas producers - has been pursuing a series of deals, rewarding LNG buyers with participation in development of its oil fields. Under the agreement, it will supply India with 7.5 million tonnes of LPG annually over a 25 year period from 2009. ONGC and the National Iranian Oil Company (NIOC) reached a preliminary deal for Indian firms to take part in the development of the Yadavaran and Jufeyr oilfields, both countries said in a statement. Indias oil production has stagnated over recent years, and it is having to look abroad to secure future supplies. India imports about 70% of its total oil consumption. Consumption has jumped to 2.4 million barrels per day, compared with 474,000 bpd in 1973.
",business
327,"Disaster claims less than $10bn

Insurers have sought to calm fears that they face huge losses after an earthquake and giant waves killed at least 38,000 people in southern Asia.

Munich Re and Swiss Re, the worlds two biggest reinsurers, have said exposure will be less than for other disasters. Rebuilding costs are likely to be cheaper than in developed countries, and many of those affected will not have insurance, analysts said. Swiss Re has said total claims are likely to be less than $10bn (£5.17bn). Swiss Re believes that the cost would be substantial but that it is unlikely to be in double-digit billions, the Financial Times reported. Munich Re, the worlds largest reinsurance company, said that its exposure is less than 100m euros (£70m; $136m).

At least 10 countries have been affected, with Sri Lanka, Indonesia, India and Thailand among the worst hit. The regions resorts and Western tourists are expected to be among the main claimants.

Lloyds of London told the Financial Times it expected its exposure to be limited to holiday resorts, personal accident, travel insurance and marine risks. A spokeswoman for Hanover Re, Europes fifth-largest reinsurance firm, estimated tsunami-related damage claims would be in the low double-digit millions of euros. The company has paid out about 300 million euros (£281m; $400m) to cover damage caused recently by four major hurricanes in the US.

But insurers have not had long to assess the economic impact of the damage and reports of more casualties and destruction are still coming through.

So many things are unclear, it is just too early to tell, said Serge Troeber, deputy head of Swiss Res natural disasters department. You need very complicated processes to estimate damages. Unlike the hurricanes, you cant just run a model. He anticipated that his own companys total claims would be less then those from the hurricanes, which the company put at $640m. Allianz, a leading German insurer, said it did not know yet what its exposure would be. However, it said the tidal waves were unlikely to have a significant impact on its business. Zurich Financial said they could not yet assess the cost of the disaster.

The impact on US insurance companies is not expected to be heavy, analysts said.

Most US insurers have relatively little exposure to Asia and those that do, pass on a lot of the risk to reinsurance companies or special catastrophe funds. Insured damage could be a fraction of the billions of dollars worth of destruction in Sri Lanka, India, Thailand, Indonesia, the Maldive Islands and Malaysia, said Prudential Equity Group insurance analyst Jay Gelb. US insurers are likely to have only minimal to no exposure. Its more likely the Bermuda-based reinsurance [companies] might have some exposure, said Paul Newsome, an insurance analyst at AG Edwards & Co.

Many of the affected countries, such as Indonesia, Sri Lanka or the Maldives, do not usually buy insurance for these kinds of disasters, said a US-based insurance expert. Early estimates from the World Bank put the amount of aid needed for the worst affected countries including Sri Lanka, India, Indonesia and Thailand, at about $5bn (£2.6bn), similar to the cash offered to Central America after Hurricane Mitch.

Mitch killed about 10,000 people and caused damage of about $10bn in 1998. But the cost of the tsunamis on the individuals involved is incalculable. We cannot fathom the cost of these poor societies and the nameless fishermen and fishing villages ... that have just been wiped out. Hundreds of thousands of livelihoods have gone, said Jan Egeland, head of the UN Office for the Coordination of Humanitarian Affairs. Tourists cutting short their holidays in affected areas may suffer a financial impact too. The Association of British insurers warned that travel insurance does not normally cover cutting short a holiday. It said loss of possessions will usually be covered, but the Association stressed the importance of checking the wording of travel policies.
",business
328,"Share boost for feud-hit Reliance

The board of Indian conglomerate Reliance has agreed a share buy-back, to counter the effects of a power struggle in the controlling family.

The buy-back is a victory for chairman Mukesh Ambani, whose idea it was. His brother Anil, the vice-chairman, said had not been consulted and that the buy-back was completely inappropriate and unnecessary. The board hopes the move will reverse a 13% fall in Reliances shares since the feud became public last month. The company has been fractious since founder Dhirubhai Ambani died in 2002, leaving no will. Todays round has gone to [Mukesh], there is no doubt about it, said Nanik Rupani, president of the Indian Merchants Chamber, a Bombay-based traders body. The company plans to buy back 52 million shares at 570 rupees (£6.80; $13) apiece, a premium of more than 10% to its current market price.
",business
329,"Asia quake increases poverty risk

Nearly two million people across Asia could be thrown into poverty because of the Indian Ocean tsunami, the Asian Development Bank (ADB) has said.

In its first overview of the disaster, the ADB said the impact on economic growth would be slight because major cities and factories escaped damage. But the blow to many low-income people could be enormous. The Paris Club of rich creditor nations on Wednesday offered to freeze debts owed by tsunami-hit countries.

The move was aimed at helping South Asian governments find budgets to rebuild devastated coastal areas, though so far only Sri Lanka, Indonesia and the Seychelles have indicated that they will take it up.

Other countries believe their economies are strong enough to cope or wish to avoid being viewed as credit risks. Poverty is potentially the most important impact of this natural disaster, said ADB chief economist Ifzal Ali. Donor nations have promised to give $717m (£379m) in disaster relief over the next six months, according to the United Nations.

Mr Ali added his voice to those warning that aid pledges must be promptly delivered, saying the number of people at risk of poverty hinged on concerns over sanitation and health conditions, and other basic needs being properly and quickly addressed.

There are 1.9 billion people in Asia living on less than $2 a day. The ADB fears that 1 million Indonesians could join them, while in India just over half a million people - 645,000 - are at risk of falling into poverty. A quarter of a million Sri Lankans and 23,500 people in the Maldives are also facing poverty. In the Maldives, where 43% of the population already lives on less than $2 a day, this could rise to half. Sri Lanka and the Maldives are the two countries the ADB fears are most at risk of suffering lasting economic damage from the tsunami. Sri Lankas government has estimated reconstruction costs at nearly $3bn. A government task force held meetings to discuss an emergency rebuilding plan with the ADB, World Bank and Japanese aid agencies on Wednesday, and promised to publish the plan within 10 days.

Indonesia, Malaysia, Thailand and India have enjoyed strong economic growth in recent years, which should cushion them against reconstruction costs. Although Indonesias northern province of Aceh suffered the worst death toll, the regions oil and natural gas production facilities have survived intact, the report said. However, it remains too soon to asses the damage to poor peoples livelihoods in Aceh because it would depend on how much farm land had been flooded by seawater. This is a profoundly tragic event for the region and for the millions who are suffering. But the economies of the affected countries except Sri Lanka and the Maldives should emerge with minimal damage, the ADB report said. Some businesses may even gain from the reconstruction efforts, thereby creating jobs. At a meeting in Thailand, ABD president Thadao Chino said he was confident of the countrys own capabilities to restore normalcy to the affected areas and meet the rehabilitation requirements. Thailand has said it does not wish to opt for a debt repayment freeze, while India has also rejected international aid, saying it can cope on its own resources. Debt repayment holidays carry the risk of credit ratings downgrades, making it more expensive to borrow money in future. Indonesia, however, is pressing for greater help with its debts than the current freeze would bring. It is one of the worlds most indebted countries.
",business
330,"Giant waves damage S Asia economy

Governments, aid agencies, insurers and travel firms are among those counting the cost of the massive earthquake and waves that hammered southern Asia.

The worst-hit areas are Sri Lanka, India, Indonesia and Thailand, with at least 23,000 people killed. Early estimates from the World Bank put the amount of aid needed at about $5bn (£2.6bn), similar to the cash offered Central America after Hurricane Mitch. Mitch killed about 10,000 people and caused damage of about $10bn in 1998. World Bank spokesman Damien Milverton told the Wall Street Journal that he expected an aid package of financing and debt relief.

Tourism is a vital part of the economies of the stricken countries, providing jobs for 19 million people in the south east Asian region, according to the World Travel and Tourism Council (WTTC). In the Maldives islands, in the Indian ocean, two-thirds of all jobs depend on tourism.

But the damage covers fishing, farming and businesses too, with hundreds of thousands of buildings and small boats destroyed by the waves. International agencies have pledged their support; most say it is impossible to gauge the extent of the damage yet. The International Monetary Fund (IMF) has promised rapid action to help the governments of the stricken countries cope.

The IMF stands ready to do its part to assist these nations with appropriate support in their time of need, said managing director Rodrigo Rato. Only Sri Lanka and Bangladesh currently receive IMF support, while Indonesia, the quakes epicentre, has recently graduated from IMF assistance. It is up to governments to decide if they want IMF help. Other agencies, such as the Asian Development Bank, have said that it is too early to comment on the amount of aid needed. There is no underestimating the size of the problem, however. The United Nations emergency relief coordinator, Jan Egeland, said that this may be the worst national disaster in recent history because it is affecting so many heavily populated coastal areas... so many vulnerable communities. Many people will have [had] their livelihoods, their whole future destroyed in a few seconds. He warned that the longer term effects many be as devastating as the tidal wave or the tsunami itself because of the risks of epidemics from polluted drinking water.

Insurers are also struggling to assess the cost of the damage, but several big players believe the final bill is likely to be less than the $27bn cost of the hurricanes that battered the US earlier this year.

The region thats affected is very big so we have to check country-by-country what the situation is, said Serge Troeber, deputy head of the natural disasters department at Swiss Re, the worlds second biggest reinsurance firm. I should assume, however, that the overall dimension of insured damages is below the storm damages of the US, he said. Munich Re, the worlds biggest reinsurer, said: This is primarily a human tragedy. It is too early for us to state what our financial burden will be. Allianz has said it sees no significant impact on its profitability. However, a low insurance bill may simply reflect the general poverty of much of the region, rather than the level of economic devastation for those who live there.

The International Federation of the Red Cross and Red Crescent Societies told the Reuters news agency that it was seeking $6.5m for emergency aid.

The biggest health challenges we face is the spread of waterborne diseases, particularly malaria and diarrhoea, the aid agency was quoted as saying. The European Union has said it will deliver 3m euros (£2.1m; $4.1m) of aid, according to the Wall Street Journal. The EUs Humanitarian Aid Commissioner, Louis Michel, was quoted as saying that it was key to bring aid in those vital hours and days immediately after the disaster. Other countries also are reported to have pledged cash, while the US State Department said it was examining what aid was needed in the region. Getting companies and business up and running also may play a vital role in helping communities recover from the weekends events.

Many of the worst-hit areas, such as Sri Lanka, Thailands Phuket island and the Maldives, are popular tourist resorts that are key to local economies.

December and January are two of the busiest months for the travel in southern Asia and the damage will be even more keenly felt as the industry was only just beginning to emerge from a post 9/11 slump. Growth has been rapid in southeast Asia, with the World Tourism Organisation figures showing a 45% increase in tourist revenues in the region during the first 10 months of 2004. In southern Asia that expansion is 23%. India continues to post excellent results thanks to increased promotion and product development, but also to the upsurge in business travel driven by the rapid economic development of the country, the WTO said. Arrivals to other destinations such as... Maldives and Sri Lanka also thrived. In Thailand, tourism accounts for about 6% of the countrys annual gross domestic product, or about $8bn. In Singapore the figure is close to 5%. Tourism also brings in much needed foreign currency. In the short-term, however, travel companies are cancelling flights and trips. That has hit shares across Asia and Europe, with investors saying that earnings and economic growth are likely to slow.
",business
331,"Fosters buys stake in winemaker

Australian brewer Fosters has bought a large stake in Australian winemaker Southcorp, sparking rumours of a possible takeover.

Fosters bought 18.8% of Southcorp, the global winemaker behind the Penfolds, Lindemans and Rosemount brands, for 4.17 Australian dollars per share. A bid at that price would value the company at A$3.1bn ($2.4bn; £1.25bn ). Fosters said it was currently in discussions which may lead to a major corporate announcement.

In a separate statement, Southcorp confirmed the brewer had asked for talks. Both firms asked the Sydney stock market to suspend trading in their shares until Monday. Southcorps shares were suspended at A$4.25.

Fosters bought the 18.8% stake from Reline Investments, the family investment firm for the Oatleys, who founded the Rosemount Estates label and sold it to Southcorp in 2001. Robert Oatley and his son Sandy Oatley have both resigned from Southcorps board following the share deal. Southcorp employs 2,700 people and is the largest single investor in rural Australia, according to its website. The prospect of Fosters launching a major acquisition startled investors, as the brewer said last summer that it was not looking to expand through a big buy in the near future. It has cash available, after getting A$846m from selling property business Lensworth, but it has been widely expected to return cash to shareholders.

People will scratching their heads over this one. Fosters has done a back-flip, said Shawn Burns, a fund manger at Deutsche Asset Management. Southcorps shares have risen in recent months on speculation that it could become a takeover target. It spent two years in the red, returning to profit in 2004. Consolidation in the wine industry is being driven by Constellation, the worlds biggest winemaker. It seized the top spot when it bought Australian firm BRL Hardy for just over $1bn in 2003. Since then, it has paid $1bn for US wine maker Robert Mondavi, bought last month. Fosters main wine business is Beringer Blass Wine Estate. Its best known brand is Fosters lager, though it makes a clutch of beer brands, and spirits. Analysts were divided on Thursday about whether Fosters was more likely to go for a takeover or merely wanted to take a big enough chunk of Southcorp to prevent it falling to a rival. Currently, I think the strategic position is more sensible rather than an outright takeover, said one analyst quoted by the Agence France Presse news agency. However, Matt Williams, a fund manager at Perpetual Trustees said taking the stake is definitely a precursor to a takeover.
",business
1856,"Clijsters set for February return

Tennis star Kim Clijsters will make her return from a career-threatening injury at the Antwerp WTA event in February.

Kim had considered returning to action in Paris on 7 February, a statement on her website said. Shes decided against this so that she does not risk the final phase of her recovery. If all goes well, Kim will make her return on February 15. The 21-year-old has not played since last October after aggravating a wrist injury at the Belgian Open. Back then, a doctor treating the Belgian feared that her career may be over, with the player having already endured an operation earlier in the season to cure her wrist problem. I hope she comes back, but Im pessimistic, said Bruno Willems. Clijsters was also due to marry fellow tennis star Lleyton Hewitt in February but the pair split for private reasons back in October.
",sport
332,"LSE sets date for takeover deal

The London Stock Exchange (LSE) is planning to announce a preferred takeover by the end of the month, newspaper reports claim.

The Sunday Telegraph said the LSEs plan was further evidence it wants to retain tight control over its destiny. Both Deutsche Boerse and rival Euronext held talks with the London market last week over a possible offer. A £1.3bn offer from Deutsche Boerse has already been rejected, while Euronext has said it will make an all cash bid. Speculation suggests that Paris-based Euronext has the facilities in place to make a bid of £1.4bn, while its German rival may up its bid to the £1.5bn mark. Neither has yet tabled a formal bid, but the LSE is expected to hold further talks with the two parties later this week. However, the Sunday Telegraph report added that there are signs that Deutsche Boerse chief executive Werner Seifert is becoming increasingly impatient with the LSEs managed bid process.

Despite insisting he wants to agree a recommended deal with the LSEs board, the newspaper suggested he may pull out of the process and put an offer directly to shareholders instead. The newspaper also claimed Mr Seifert was becoming increasingly frustrated with the pace of negotiations since Deutsche Boerses £1.3bn offer was rejected in mid-December, in particular the LSEs decision to suspend talks over the Christmas period. Meanwhile, the German exchanges offer has come under fire recently. Unions for Deutsche Boerse staff in Frankfurt have reportedly expressed fears that up to 300 jobs would be moved to London if the takeover is successful. Others claim it will weaken the citys status as Europes financial centre, while German politicians are also said to be angry over the market operators promise to move its headquarters to London if a bid is successful. A further stumbling block is Deutsche Boerses control over its Clearstream unit, the clearing house that processes securities transactions. LSE shareholders fear it would create a monopoly situation, weakening the position of shareholders when negotiating lower transaction fees for share dealings. LSE and Euronext do not have control over their clearing and settlement operations, a situation which critics say is more transparent and competitive.
",business
333,"India-Pakistan peace boosts trade

Calmer relations between India and Pakistan are paying economic dividends, with new figures showing bilateral trade up threefold in the summer.

The value of trade in April-July rose to $186.3m (£97m) from $64.4m in the same period in 2003, the Indian Government said. Nonethless, the figures represent less than 1% of Indias overall exports. But business is expected to be boosted further from 2006 when the South Asian Free Trade Area Agreement starts. Both countries eased travel and other restrictions as part of the peace process aimed at ending nearly six decades of hostilities.

Sugar, plastics, pharmaceutical products and tea are among the major exports from India to its neighbour, while firms in Pakistani have been selling fabrics, fruit and spices. If the positive trend continues, two-way trade could well cross half a billion dollars this fiscal year, Indias federal commerce Minister Kamal Nath said. According to official data, the value of Indias overall exports in the current fiscal year is expected to reach more than $60bn, while in Pakistans case it is set to hit more than $12bn. Meanwhile, the Indian Government said the prospects for the countrys booming economy remained very bright despite a temporary aberration this year. Its mid-year economic review forecasts growth of 6-6.5% in 2004, compared with 8.2% in 2003. Higher oil prices, the level of tax collections, and an unfavourable monsoon season affecting the farm sector had hurt the economy in April-September, it said.
",business
334,"UK bank seals South Korean deal

UK-based bank Standard Chartered said it would spend $3.3bn (£1.8bn) to buy one of South Koreas main retail banks.

Standard Chartered said acquiring Korea First Bank (KFB) fulfilled a strategic objective of building a bigger presence in Asias third largest economy. Its shares fell nearly 3% in London as the bank raised funds for the deal by selling new stocks worth £1bn ($1.8bn), equal to 10% of its share capital. Standard Chartered expects about 16% of future group revenue to come from KFB.

The South Korean bank will also make up 22% of the groups total assets. The move, a year after Citigroup beat Standard Chartered to buy Koram bank, would be the South Korean financial sectors biggest foreign takeover. This time around, Standard Chartered is thought to have beaten HSBC to the deal. KFB is South Koreas seventh largest bank, with 3 million retail customers, 6% of the countrys banking market and an extensive branch network.

The countrys banking market is three times the size of Hong Kongs with annual revenues of $44bn. Standard Chartered has its headquarters in London but does two thirds of its business in Asia, and much of the rest in Africa. Were comfortable with the price paid...the key here has been speed and decisiveness in making sure that we won, said Standard Chartered chief executive Mervyn Davies at a London press conference. Standard Chartered said KFB was a well-managed, conservatively run bank with a highly skilled workforce and represented a significant acquisition in a growth market. In London, Standard Chartereds sale of 118 million new shares to institutional investors pushed its share price down, and contributing to the FTSE 100s 0.3% decline. Standard Chartereds shares were 28 pence lower at 925p by midday. Some analysts also queried whether Standard Chartered had overpaid for KFB. The deal, which requires regulatory approval, is expected to be completed by April 2005 and to be earnings accretive in 2006, Standard Chartered said.

Rival banking giant HSBC, which is based in London and Hong Kong, was also in the running. Standard Chartered is believed to have gained the initiative by putting together a bid during the Christmas break. They were able to move so quickly it caught HSBC by surprise, the Financial Times newspaper quoted an insider in the talks as saying. HSBC will now have to wait for the next South Korean bank in line to be sold off - thought likely to be Korea Exchange Bank, also currently in the hands of a US group. Standard Chartered said it was buying 100% of KFB, an agreement that would bring an end to the banks complex dual ownership. The South Korean government owns 51.4% of KFB, while the remaining shareholding, and operational control, are in the hands of US private equity group Newbridge Capital. Newbridge bought its stake during the governments nationalisation of several banks in the wake of the 1997 Asia-wide currency crisis which crippled South Koreas financial institutions.

South Koreas economy is expected to grow by 4.5% this year. Although often thought of an export-driven economy, South Koreas service sector has overtaken manufacturing in the last decade or so. Services now make up roughly 40% of the economy, and consumer spending and retail banking have become increasingly important. In the aftermath of the Asian financial crisis, the government encouraged the growth of consumer credit. Bad loan problems followed; LG Card, the countrys biggest credit card provider, has been struggling to avoid bankruptcy for months, for instance. But analysts believe South Koreas financial services industry is still in its infancy, offering plenty of scope for new products. Standard Chartered sees the opportunity to create value by the introduction of more sophisticated banking products. Since 1999, KFB has been restructured from a wholesale bank into a retail bank focused on mortgage lending, which makes up 45% of its loans.
",business
335,"Wal-Mart to pay $14m in gun suit

The worlds largest retailer, Wal-Mart, has agreed to pay a total of $14.5m (£7.74m) to settle a lawsuit over gun sales violations in California.

The lawsuit alleged Wal-Mart committed thousands of gun sales violations in California between 2000 and 2003. The total payment includes $5m in fines and more than $4m to fund state compliance checks with gun laws and prevent ammunition sales to minors. Wal-Mart agreed to suspend firearms sales in its California stores in 2003,

The alleged violations included the sale of guns to 23 people who were not allowed to possess them, and delivering 36 guns to customers who acquired them for people not allowed to own firearms. Although Wal-Mart has suspended firearms sales in the state, California attorney general Bill Lockyer said he wanted to be sure the giant supermarket chain would follow state rules in future. Wal-Marts failure to comply with gun safety laws put the lives of all Californians at risk by placing guns in the hands of criminals and other prohibited persons, said Mr Lockyer. Although Wal-Mart has suspended gun sales in California, this settlement will ensure that it follows state law if it renews sales and will also provide valuable public education about the importance of gun safety. The worlds largest retailer has not yet decided whether to resume firearms sales in California, company spokesman Gus Whitcomb said.
",business
336,"Weak end-of-year sales hit Next

Next has said its annual profit will be £5m lower than previously expected because its end-of-year clearance sale has proved disappointing.

Clearance rates in our end-of-season sale have been below our expectations, the company said. The High Street retailer said it now expected to report annual profits of between £415m and £425m ($779m-798m). Nexts shares fell more than 3% following the release of the trading statement.

Next chief executive Simon Wolfson admitted that festive sales were below where we would expect a normal Christmas to be, but said sales should still top analyst expectations.

Among areas where Next could have done better, Mr Wolfson said menswear ranges were a little bit too similar to the previous year. Mr Wolfson also said that disappointing pre-Christmas sales were more to do with the fact that we went in with too much stock rather than (the fact that) demand wasnt there for the stock. Nexts like-for-like store sales in the five months from 3 August to 24 December were up 2.9% on a year earlier. This figure is for existing Next stores, which were unaffected by new Next store openings. Like-for-like sales growth at the 49 Next stores directly affected by new store openings in their locality was 0.5%.

Overall sales across both its retail and mail order divisions were up 12.4%, Next said. Its Next Directory mail order division saw sales rise 13.4% during the five-month period. In terms of all the worries about their trading pre-Christmas, its a result, said Nick Bubb, an analyst at Evolution Securities. Profits of around £420m would be well within the comfort zone. However, one dealer, who asked not to be named, told Reuters the seasonal sales performance was not what people had hoped for. Christmas has been tough for the whole sector, and this is one of the best retailers, he said. Nexts trading statement comes a day after House of Fraser and Woolworths disappointed investors with their figures.
",business
452,"Saudi ministry to employ women

Women will be employed in Saudi Arabias foreign ministry for the first time this year, Foreign Minister Prince Saud Al-Faisal has been reported as saying.

The move comes as the conservative country inches open the door to working women. Last year, Crown Prince Abdullah, the de-facto ruler, told government departments to put plans in place for employing women. But progress has been slow, reports from the country say.

Earlier this week, the local Arab News said Labour Minister Ghazi al-Gosaibi had caused uproar when he said his ministry was having difficulty hiring women because they demanded segregated offices. The newspaper said many Saudi women found his explanation a pitiful excuse for not employing women. Women now make up more than half of all graduates from Saudi universities but only 5% of the workforce. Our educational reforms have created a new generation of highly-educated and professionally trained Saudi women who are acquiring their rightful position in Saudi society, Arab News quoted Prince Saud as saying. I am proud to mention here that this year we shall have women working in the Ministry of Foreign Affairs for the first time.
",business
